first_name,last_name,title,release_year,actor_id
THORA,TEMPLE,HOCUS FRIDA,2006,200
SANDRA,KILMER,HOTEL HAPPINESS,2006,23
RIP,WINSLET,HOTEL HAPPINESS,2006,68
SUSAN,DAVIS,HOTEL HAPPINESS,2006,110
RENEE,BALL,HOTEL HAPPINESS,2006,187
SANDRA,KILMER,IDENTITY LOVER,2006,23
ALEC,WAYNE,IDENTITY LOVER,2006,29
LIZA,BERGMAN,IDENTITY LOVER,2006,121
SCARLETT,BENING,IDENTITY LOVER,2006,124
SANDRA,KILMER,MAGNOLIA FORRESTER,2006,23
CHRISTIAN,AKROYD,MAGNOLIA FORRESTER,2006,58
GROUCHO,SINATRA,MAGNOLIA FORRESTER,2006,78
GRETA,KEITEL,MAGNOLIA FORRESTER,2006,130
LAURA,BRODY,MAGNOLIA FORRESTER,2006,159
OLYMPIA,PFEIFFER,MAGNOLIA FORRESTER,2006,171
AUDREY,BAILEY,MAGNOLIA FORRESTER,2006,190
SANDRA,KILMER,OZ LIAISONS,2006,23
PENELOPE,PINKETT,OZ LIAISONS,2006,54
CHRISTIAN,NEESON,OZ LIAISONS,2006,61
SIDNEY,CROWE,OZ LIAISONS,2006,105
WARREN,JACKMAN,OZ LIAISONS,2006,119
SALMA,NOLTE,OZ LIAISONS,2006,122
ED,MANSFIELD,OZ LIAISONS,2006,136
FAY,WINSLET,OZ LIAISONS,2006,147
GROUCHO,WILLIAMS,OZ LIAISONS,2006,172
GENE,MCKELLEN,OZ LIAISONS,2006,177
JAYNE,SILVERSTONE,OZ LIAISONS,2006,195
SANDRA,KILMER,SONS INTERVIEW,2006,23
PARKER,GOLDBERG,SONS INTERVIEW,2006,46
WHOOPI,HURT,SONS INTERVIEW,2006,140
HUMPHREY,WILLIS,SONS INTERVIEW,2006,164
JEFF,SILVERSTONE,SONS INTERVIEW,2006,180
CUBA,BIRCH,SONS INTERVIEW,2006,189
SANDRA,KILMER,STREAK RIDGEMONT,2006,23
SEAN,GUINESS,STREAK RIDGEMONT,2006,90
DARYL,WAHLBERG,STREAK RIDGEMONT,2006,95
SANDRA,KILMER,VANISHED GARDEN,2006,23
ANGELINA,ASTAIRE,VANISHED GARDEN,2006,76
SANDRA,KILMER,WOLVES DESIRE,2006,23
JAYNE,NEESON,WOLVES DESIRE,2006,62
CAMERON,WRAY,WOLVES DESIRE,2006,63
JESSICA,BAILEY,WOLVES DESIRE,2006,67
MORGAN,HOPKINS,WOLVES DESIRE,2006,113
GRETA,KEITEL,WOLVES DESIRE,2006,130
SANDRA,KILMER,YOUTH KICK,2006,23
VAL,BOLGER,YOUTH KICK,2006,37
SCARLETT,BENING,YOUTH KICK,2006,124
IAN,TANDY,YOUTH KICK,2006,155
MARY,KEITEL,YOUTH KICK,2006,198
CAMERON,STREEP,BLUES INSTINCT,2006,24
GROUCHO,DUNST,BLUES INSTINCT,2006,106
SALMA,NOLTE,BLUES INSTINCT,2006,122
MATTHEW,CARREY,BLUES INSTINCT,2006,181
CAMERON,STREEP,CASUALTIES ENCINO,2006,24
MENA,TEMPLE,CASUALTIES ENCINO,2006,53
DARYL,WAHLBERG,CASUALTIES ENCINO,2006,95
GROUCHO,DUNST,CASUALTIES ENCINO,2006,106
SUSAN,DAVIS,CASUALTIES ENCINO,2006,110
CAMERON,STREEP,CONNECTION MICROCOSMOS,2006,24
NATALIE,HOPKINS,CONNECTION MICROCOSMOS,2006,50
SCARLETT,DAMON,CONNECTION MICROCOSMOS,2006,81
RENEE,TRACY,CONNECTION MICROCOSMOS,2006,117
FAY,WINSLET,CONNECTION MICROCOSMOS,2006,147
RUSSELL,TEMPLE,CONNECTION MICROCOSMOS,2006,149
VIVIEN,BASINGER,CONNECTION MICROCOSMOS,2006,158
CAMERON,STREEP,CROW GREASE,2006,24
JODIE,DEGENERES,CROW GREASE,2006,41
SCARLETT,DAMON,CROW GREASE,2006,81
CHRIS,BRIDGES,CROW GREASE,2006,98
WALTER,TORN,CROW GREASE,2006,102
GROUCHO,DUNST,CROW GREASE,2006,106
CAMERON,ZELLWEGER,CROW GREASE,2006,111
MORGAN,MCDORMAND,CROW GREASE,2006,114
FRANCES,TOMEI,CROW GREASE,2006,126
LISA,MONROE,CROW GREASE,2006,178
CAMERON,STREEP,DOOM DANCING,2006,24
NICK,STALLONE,DOOM DANCING,2006,44
CHRISTIAN,AKROYD,DOOM DANCING,2006,58
JESSICA,BAILEY,DOOM DANCING,2006,67
MAE,HOFFMAN,DOOM DANCING,2006,79
WOODY,JOLIE,DOOM DANCING,2006,82
WARREN,NOLTE,DOOM DANCING,2006,108
CHRIS,DEPP,DOOM DANCING,2006,160
CAMERON,STREEP,FREEDOM CLEOPATRA,2006,24
ALEC,WAYNE,FREEDOM CLEOPATRA,2006,29
TOM,MCKELLEN,FREEDOM CLEOPATRA,2006,38
RAY,JOHANSSON,FREEDOM CLEOPATRA,2006,64
CHRISTOPHER,BERRY,FREEDOM CLEOPATRA,2006,91
CAMERON,STREEP,HAUNTED ANTITRUST,2006,24
SEAN,WILLIAMS,HAUNTED ANTITRUST,2006,72
FAY,WINSLET,HAUNTED ANTITRUST,2006,147
ALAN,DREYFUSS,HAUNTED ANTITRUST,2006,173
WILLIAM,HACKMAN,HAUNTED ANTITRUST,2006,175
CAMERON,STREEP,MOB DUFFEL,2006,24
SISSY,SOBIESKI,MOB DUFFEL,2006,31
TIM,HACKMAN,MOB DUFFEL,2006,32
CHRISTIAN,NEESON,MOB DUFFEL,2006,61
MATTHEW,LEIGH,MOB DUFFEL,2006,103
GROUCHO,DUNST,MOB DUFFEL,2006,106
CAMERON,STREEP,PANIC CLUB,2006,24
DAN,STREEP,PANIC CLUB,2006,116
HARVEY,HOPE,PANIC CLUB,2006,161
CAMERON,STREEP,PURE RUNNER,2006,24
MILLA,KEITEL,PURE RUNNER,2006,74
CAMERON,STREEP,SEVEN SWARM,2006,24
DAN,HARRIS,SEVEN SWARM,2006,56
CAMERON,WRAY,SEVEN SWARM,2006,63
ANGELINA,ASTAIRE,SEVEN SWARM,2006,76
GINA,DEGENERES,SEVEN SWARM,2006,107
ED,MANSFIELD,SEVEN SWARM,2006,136
JAYNE,SILVERSTONE,SEVEN SWARM,2006,195
CAMERON,STREEP,SPINAL ROCKY,2006,24
PARKER,GOLDBERG,SPINAL ROCKY,2006,46
NATALIE,HOPKINS,SPINAL ROCKY,2006,50
MARY,TANDY,SPINAL ROCKY,2006,66
CHRISTOPHER,BERRY,SPINAL ROCKY,2006,91
CHRIS,BRIDGES,SPINAL ROCKY,2006,98
RUSSELL,BACALL,SPINAL ROCKY,2006,112
CATE,HARRIS,SPINAL ROCKY,2006,141
KEVIN,BLOOM,AMERICAN CIRCUS,2006,25
RIP,CRAWFORD,AMERICAN CIRCUS,2006,26
SIDNEY,CROWE,AMERICAN CIRCUS,2006,105
WARREN,JACKMAN,AMERICAN CIRCUS,2006,119
FRANCES,TOMEI,AMERICAN CIRCUS,2006,126
KEVIN,BLOOM,BOOGIE AMELIE,2006,25
JODIE,DEGENERES,BOOGIE AMELIE,2006,41
GROUCHO,SINATRA,BOOGIE AMELIE,2006,78
NICK,DEGENERES,BOOGIE AMELIE,2006,166
GENE,MCKELLEN,BOOGIE AMELIE,2006,177
MERYL,ALLEN,BOOGIE AMELIE,2006,194
KEVIN,BLOOM,CITIZEN SHREK,2006,25
GARY,PHOENIX,CITIZEN SHREK,2006,51
JUDE,CRUISE,CITIZEN SHREK,2006,57
CARY,MCCONAUGHEY,CITIZEN SHREK,2006,77
KENNETH,TORN,CITIZEN SHREK,2006,94
RUSSELL,TEMPLE,CITIZEN SHREK,2006,149
BEN,HARRIS,CITIZEN SHREK,2006,152
IAN,TANDY,CITIZEN SHREK,2006,155
KEVIN,BLOOM,DOUBLE WRATH,2006,25
BURT,DUKAKIS,DOUBLE WRATH,2006,36
FRANCES,DAY-LEWIS,DOUBLE WRATH,2006,48
GARY,PENN,DOUBLE WRATH,2006,73
CARY,MCCONAUGHEY,DOUBLE WRATH,2006,77
DARYL,WAHLBERG,DOUBLE WRATH,2006,95
HARRISON,BALE,DOUBLE WRATH,2006,115
JULIANNE,DENCH,DOUBLE WRATH,2006,123
KEVIN,BLOOM,FICTION CHRISTMAS,2006,25
ALEC,WAYNE,FICTION CHRISTMAS,2006,29
CUBA,ALLEN,FICTION CHRISTMAS,2006,118
ADAM,HOPPER,FICTION CHRISTMAS,2006,132
LISA,MONROE,FICTION CHRISTMAS,2006,178
MATTHEW,CARREY,FICTION CHRISTMAS,2006,181
ROCK,DUKAKIS,FICTION CHRISTMAS,2006,188
MARY,KEITEL,FICTION CHRISTMAS,2006,198
KEVIN,BLOOM,MASSAGE IMAGE,2006,25
RIP,CRAWFORD,MASSAGE IMAGE,2006,26
SCARLETT,DAMON,MASSAGE IMAGE,2006,81
CHARLIZE,DENCH,MASSAGE IMAGE,2006,89
KIRSTEN,AKROYD,MASSAGE IMAGE,2006,92
CATE,MCQUEEN,MASSAGE IMAGE,2006,128
MORGAN,WILLIAMS,MASSAGE IMAGE,2006,137
KENNETH,HOFFMAN,MASSAGE IMAGE,2006,169
ALAN,DREYFUSS,MASSAGE IMAGE,2006,173
KEVIN,BLOOM,SABRINA MIDNIGHT,2006,25
CHRISTIAN,AKROYD,SABRINA MIDNIGHT,2006,58
MEG,HAWKE,SABRINA MIDNIGHT,2006,97
CHRIS,DEPP,SABRINA MIDNIGHT,2006,160
RIP,CRAWFORD,BOULEVARD MOB,2006,26
AUDREY,OLIVIER,BOULEVARD MOB,2006,34
KIRSTEN,AKROYD,BOULEVARD MOB,2006,92
MORGAN,MCDORMAND,BOULEVARD MOB,2006,114
DAN,STREEP,BOULEVARD MOB,2006,116
EWAN,GOODING,BOULEVARD MOB,2006,139
ANGELA,WITHERSPOON,BOULEVARD MOB,2006,144
HARVEY,HOPE,BOULEVARD MOB,2006,161
RIP,CRAWFORD,BRANNIGAN SUNRISE,2006,26
KENNETH,HOFFMAN,BRANNIGAN SUNRISE,2006,169
RIP,CRAWFORD,BUCKET BROTHERHOOD,2006,26
TIM,HACKMAN,BUCKET BROTHERHOOD,2006,32
GARY,PHOENIX,BUCKET BROTHERHOOD,2006,51
CHARLIZE,DENCH,BUCKET BROTHERHOOD,2006,89
KIRSTEN,AKROYD,BUCKET BROTHERHOOD,2006,92
BURT,TEMPLE,BUCKET BROTHERHOOD,2006,193
RIP,CRAWFORD,CRAFT OUTFIELD,2006,26
HENRY,BERRY,CRAFT OUTFIELD,2006,60
SCARLETT,DAMON,CRAFT OUTFIELD,2006,81
LIZA,BERGMAN,CRAFT OUTFIELD,2006,121
JADA,RYDER,CRAFT OUTFIELD,2006,142
MARY,KEITEL,CRAFT OUTFIELD,2006,198
RIP,CRAWFORD,FOOL MOCKINGBIRD,2006,26
NATALIE,HOPKINS,FOOL MOCKINGBIRD,2006,50
RIP,CRAWFORD,GUYS FALCON,2006,26
BURT,DUKAKIS,GUYS FALCON,2006,36
RICHARD,PENN,GUYS FALCON,2006,133
MORGAN,WILLIAMS,GUYS FALCON,2006,137
RUSSELL,CLOSE,GUYS FALCON,2006,183
RIP,CRAWFORD,LONELY ELEPHANT,2006,26
VAL,BOLGER,LONELY ELEPHANT,2006,37
KENNETH,PALTROW,LONELY ELEPHANT,2006,69
BEN,WILLIS,LONELY ELEPHANT,2006,83
JAMES,PITT,LONELY ELEPHANT,2006,84
CHARLIZE,DENCH,LONELY ELEPHANT,2006,89
SEAN,GUINESS,LONELY ELEPHANT,2006,90
WALTER,TORN,LONELY ELEPHANT,2006,102
EWAN,GOODING,LONELY ELEPHANT,2006,139
GROUCHO,WILLIAMS,LONELY ELEPHANT,2006,172
ALAN,DREYFUSS,LONELY ELEPHANT,2006,173
ROCK,DUKAKIS,LONELY ELEPHANT,2006,188
RIP,CRAWFORD,MADISON TRAP,2006,26
JODIE,DEGENERES,MADISON TRAP,2006,41
WALTER,TORN,MADISON TRAP,2006,102
GREGORY,GOODING,MADISON TRAP,2006,191
THORA,TEMPLE,MADISON TRAP,2006,200
RIP,CRAWFORD,PITTSBURGH HUNCHBACK,2006,26
JULIA,MCQUEEN,PITTSBURGH HUNCHBACK,2006,27
PENELOPE,MONROE,PITTSBURGH HUNCHBACK,2006,120
AUDREY,BAILEY,PITTSBURGH HUNCHBACK,2006,190
JOHN,SUVARI,PITTSBURGH HUNCHBACK,2006,192
RIP,CRAWFORD,RANGE MOONWALKER,2006,26
BURT,DUKAKIS,RANGE MOONWALKER,2006,36
PENELOPE,MONROE,RANGE MOONWALKER,2006,120
RUSSELL,CLOSE,RANGE MOONWALKER,2006,183
RIP,CRAWFORD,SORORITY QUEEN,2006,26
CATE,HARRIS,SORORITY QUEEN,2006,141
RIVER,DEAN,SORORITY QUEEN,2006,143
BEN,HARRIS,SORORITY QUEEN,2006,152
RIP,CRAWFORD,TEXAS WATCH,2006,26
SYLVESTER,DERN,TEXAS WATCH,2006,109
LIZA,BERGMAN,TEXAS WATCH,2006,121
LUCILLE,DEE,TEXAS WATCH,2006,138
IAN,TANDY,TEXAS WATCH,2006,155
JAYNE,SILVERSTONE,TEXAS WATCH,2006,195
RIP,CRAWFORD,TRAIN BUNCH,2006,26
JULIA,MCQUEEN,TRAIN BUNCH,2006,27
PENELOPE,CRONYN,TRAIN BUNCH,2006,104
ADAM,HOPPER,TRAIN BUNCH,2006,132
RIP,CRAWFORD,TRAMP OTHERS,2006,26
SIDNEY,CROWE,TRAMP OTHERS,2006,105
JADA,RYDER,TRAMP OTHERS,2006,142
RIVER,DEAN,TRAMP OTHERS,2006,143
RENEE,BALL,TRAMP OTHERS,2006,187
BELA,WALKEN,TRAMP OTHERS,2006,196
JULIA,MCQUEEN,CIDER DESIRE,2006,27
JODIE,DEGENERES,CIDER DESIRE,2006,41
FRANCES,DAY-LEWIS,CIDER DESIRE,2006,48
PENELOPE,PINKETT,CIDER DESIRE,2006,54
JON,CHASE,CIDER DESIRE,2006,176
JULIA,MCQUEEN,EFFECT GLADIATOR,2006,27
ALEC,WAYNE,EFFECT GLADIATOR,2006,29
NICK,STALLONE,EFFECT GLADIATOR,2006,44
JULIA,BARRYMORE,EFFECT GLADIATOR,2006,47
RENEE,TRACY,EFFECT GLADIATOR,2006,117
OLYMPIA,PFEIFFER,EFFECT GLADIATOR,2006,171
LISA,MONROE,EFFECT GLADIATOR,2006,178
JULIA,MCQUEEN,FREDDY STORM,2006,27
HENRY,BERRY,FREDDY STORM,2006,60
WALTER,TORN,FREDDY STORM,2006,102
JULIA,MCQUEEN,GAMES BOWFINGER,2006,27
ANGELA,HUDSON,GAMES BOWFINGER,2006,65
RIP,WINSLET,GAMES BOWFINGER,2006,68
BURT,POSEY,GAMES BOWFINGER,2006,75
MATTHEW,LEIGH,GAMES BOWFINGER,2006,103
FRANCES,TOMEI,GAMES BOWFINGER,2006,126
HUMPHREY,WILLIS,GAMES BOWFINGER,2006,164
MARY,KEITEL,GAMES BOWFINGER,2006,198
JULIA,MCQUEEN,GLADIATOR WESTWARD,2006,27
KIRK,JOVOVICH,GLADIATOR WESTWARD,2006,43
ADAM,GRANT,GLADIATOR WESTWARD,2006,71
CAMERON,ZELLWEGER,GLADIATOR WESTWARD,2006,111
IAN,TANDY,GLADIATOR WESTWARD,2006,155
JAYNE,SILVERSTONE,GLADIATOR WESTWARD,2006,195
JULIA,MCQUEEN,MOCKINGBIRD HOLLYWOOD,2006,27
SEAN,GUINESS,MOCKINGBIRD HOLLYWOOD,2006,90
ADAM,HOPPER,MOCKINGBIRD HOLLYWOOD,2006,132
JULIA,MCQUEEN,PILOT HOOSIERS,2006,27
WOODY,HOFFMAN,PILOT HOOSIERS,2006,28
HENRY,BERRY,PILOT HOOSIERS,2006,60
SPENCER,PECK,PILOT HOOSIERS,2006,87
CAMERON,ZELLWEGER,PILOT HOOSIERS,2006,111
DEBBIE,AKROYD,PILOT HOOSIERS,2006,182
AUDREY,BAILEY,PILOT HOOSIERS,2006,190
JULIA,MCQUEEN,PRESIDENT BANG,2006,27
CUBA,ALLEN,PRESIDENT BANG,2006,118
LUCILLE,DEE,PRESIDENT BANG,2006,138
DEBBIE,AKROYD,PRESIDENT BANG,2006,182
AUDREY,BAILEY,PRESIDENT BANG,2006,190
JULIA,MCQUEEN,SPIRIT FLINTSTONES,2006,27
PARKER,GOLDBERG,SPIRIT FLINTSTONES,2006,46
HENRY,BERRY,SPIRIT FLINTSTONES,2006,60
JAMES,PITT,SPIRIT FLINTSTONES,2006,84
SPENCER,PECK,SPIRIT FLINTSTONES,2006,87
PENELOPE,MONROE,SPIRIT FLINTSTONES,2006,120
WHOOPI,HURT,SPIRIT FLINTSTONES,2006,140
RIVER,DEAN,SPIRIT FLINTSTONES,2006,143
VIVIEN,BASINGER,SPIRIT FLINTSTONES,2006,158
MICHAEL,BENING,SPIRIT FLINTSTONES,2006,174
GREGORY,GOODING,SPIRIT FLINTSTONES,2006,191
JULIA,MCQUEEN,WONKA SEA,2006,27
HENRY,BERRY,WONKA SEA,2006,60
WOODY,HOFFMAN,ALICE FANTASIA,2006,28
MINNIE,ZELLWEGER,ALICE FANTASIA,2006,85
MORGAN,WILLIAMS,ALICE FANTASIA,2006,137
ROCK,DUKAKIS,ALICE FANTASIA,2006,188
WOODY,HOFFMAN,ATLANTIS CAUSE,2006,28
AUDREY,OLIVIER,ATLANTIS CAUSE,2006,34
JULIANNE,DENCH,ATLANTIS CAUSE,2006,123
FRANCES,TOMEI,ATLANTIS CAUSE,2006,126
GRETA,KEITEL,ATLANTIS CAUSE,2006,130
CATE,HARRIS,ATLANTIS CAUSE,2006,141
CHRIS,DEPP,ATLANTIS CAUSE,2006,160
HARVEY,HOPE,ATLANTIS CAUSE,2006,161
CUBA,BIRCH,ATLANTIS CAUSE,2006,189
WOODY,HOFFMAN,BEACH HEARTBREAKERS,2006,28
NICK,STALLONE,BEACH HEARTBREAKERS,2006,44
MENA,TEMPLE,BEACH HEARTBREAKERS,2006,53
BEN,WILLIS,BEACH HEARTBREAKERS,2006,83
GENE,WILLIS,BEACH HEARTBREAKERS,2006,96
FRANCES,TOMEI,BEACH HEARTBREAKERS,2006,126
HARVEY,HOPE,BEACH HEARTBREAKERS,2006,161
WOODY,HOFFMAN,DUCK RACER,2006,28
PENELOPE,CRONYN,DUCK RACER,2006,104
WOODY,HOFFMAN,GILMORE BOILED,2006,28
MENA,TEMPLE,GILMORE BOILED,2006,53
MEG,HAWKE,GILMORE BOILED,2006,97
CATE,HARRIS,GILMORE BOILED,2006,141
MENA,HOPPER,GILMORE BOILED,2006,170
BURT,TEMPLE,GILMORE BOILED,2006,193
WOODY,HOFFMAN,LAMBS CINCINATTI,2006,28
VAL,BOLGER,LAMBS CINCINATTI,2006,37
REESE,KILMER,LAMBS CINCINATTI,2006,45
JULIA,BARRYMORE,LAMBS CINCINATTI,2006,47
MENA,TEMPLE,LAMBS CINCINATTI,2006,53
CHRISTIAN,NEESON,LAMBS CINCINATTI,2006,61
BURT,POSEY,LAMBS CINCINATTI,2006,75
SCARLETT,DAMON,LAMBS CINCINATTI,2006,81
WALTER,TORN,LAMBS CINCINATTI,2006,102
CAMERON,ZELLWEGER,LAMBS CINCINATTI,2006,111
LUCILLE,DEE,LAMBS CINCINATTI,2006,138
FAY,WINSLET,LAMBS CINCINATTI,2006,147
JAYNE,NOLTE,LAMBS CINCINATTI,2006,150
MENA,HOPPER,LAMBS CINCINATTI,2006,170
JULIA,ZELLWEGER,LAMBS CINCINATTI,2006,186
WOODY,HOFFMAN,MAIDEN HOME,2006,28
CHRISTIAN,AKROYD,MAIDEN HOME,2006,58
HENRY,BERRY,MAIDEN HOME,2006,60
WOODY,JOLIE,MAIDEN HOME,2006,82
KENNETH,TORN,MAIDEN HOME,2006,94
DARYL,WAHLBERG,MAIDEN HOME,2006,95
JAYNE,NOLTE,MAIDEN HOME,2006,150
GREGORY,GOODING,MAIDEN HOME,2006,191
WOODY,HOFFMAN,MIDNIGHT WESTWARD,2006,28
MILLA,PECK,MIDNIGHT WESTWARD,2006,33
ADAM,GRANT,MIDNIGHT WESTWARD,2006,71
JAMES,PITT,MIDNIGHT WESTWARD,2006,84
GINA,DEGENERES,MIDNIGHT WESTWARD,2006,107
GEOFFREY,HESTON,MIDNIGHT WESTWARD,2006,151
GRETA,MALDEN,MIDNIGHT WESTWARD,2006,157
OPRAH,KILMER,MIDNIGHT WESTWARD,2006,162
HUMPHREY,GARLAND,MIDNIGHT WESTWARD,2006,184
WOODY,HOFFMAN,NEIGHBORS CHARADE,2006,28
TOM,MCKELLEN,NEIGHBORS CHARADE,2006,38
RALPH,CRUZ,NEIGHBORS CHARADE,2006,80
SCARLETT,DAMON,NEIGHBORS CHARADE,2006,81
DARYL,WAHLBERG,NEIGHBORS CHARADE,2006,95
MORGAN,MCDORMAND,NEIGHBORS CHARADE,2006,114
WILL,WILSON,NEIGHBORS CHARADE,2006,168
WOODY,HOFFMAN,NONE SPIKING,2006,28
SUSAN,DAVIS,NONE SPIKING,2006,110
KIM,ALLEN,NONE SPIKING,2006,145
OLYMPIA,PFEIFFER,NONE SPIKING,2006,171
MATTHEW,CARREY,NONE SPIKING,2006,181
RENEE,BALL,NONE SPIKING,2006,187
WOODY,HOFFMAN,ROOM ROMAN,2006,28
SEAN,WILLIAMS,ROOM ROMAN,2006,72
WOODY,HOFFMAN,SHOOTIST SUPERFLY,2006,28
JULIA,BARRYMORE,SHOOTIST SUPERFLY,2006,47
FAY,KILMER,SHOOTIST SUPERFLY,2006,55
WOODY,HOFFMAN,SHRUNK DIVINE,2006,28
SISSY,SOBIESKI,SHRUNK DIVINE,2006,31
TOM,MCKELLEN,SHRUNK DIVINE,2006,38
MARY,TANDY,SHRUNK DIVINE,2006,66
WOODY,HOFFMAN,SPY MILE,2006,28
JOHNNY,CAGE,SPY MILE,2006,40
HENRY,BERRY,SPY MILE,2006,60
ELLEN,PRESLEY,SPY MILE,2006,93
JIM,MOSTEL,SPY MILE,2006,99
SIDNEY,CROWE,SPY MILE,2006,105
WHOOPI,HURT,SPY MILE,2006,140
GRETA,MALDEN,SPY MILE,2006,157
WOODY,HOFFMAN,TELEGRAPH VOYAGE,2006,28
CARMEN,HUNT,TELEGRAPH VOYAGE,2006,52
GINA,DEGENERES,TELEGRAPH VOYAGE,2006,107
LUCILLE,DEE,TELEGRAPH VOYAGE,2006,138
VIVIEN,BASINGER,TELEGRAPH VOYAGE,2006,158
MICHAEL,BENING,TELEGRAPH VOYAGE,2006,174
THORA,TEMPLE,TELEGRAPH VOYAGE,2006,200
WOODY,HOFFMAN,WAIT CIDER,2006,28
MICHELLE,MCCONAUGHEY,WAIT CIDER,2006,70
KEVIN,GARLAND,WAIT CIDER,2006,127
ANGELA,WITHERSPOON,WAIT CIDER,2006,144
KIM,ALLEN,WAIT CIDER,2006,145
JAYNE,NOLTE,WAIT CIDER,2006,150
OLYMPIA,PFEIFFER,WAIT CIDER,2006,171
BURT,TEMPLE,WAIT CIDER,2006,193
JULIA,FAWCETT,WAIT CIDER,2006,199
WOODY,HOFFMAN,WIFE TURN,2006,28
JULIA,BARRYMORE,WIFE TURN,2006,47
GINA,DEGENERES,WIFE TURN,2006,107
CAMERON,ZELLWEGER,WIFE TURN,2006,111
GRETA,MALDEN,WIFE TURN,2006,157
MICHAEL,BOLGER,WIFE TURN,2006,185
ALEC,WAYNE,ALADDIN CALENDAR,2006,29
JUDY,DEAN,ALADDIN CALENDAR,2006,35
VAL,BOLGER,ALADDIN CALENDAR,2006,37
RAY,JOHANSSON,ALADDIN CALENDAR,2006,64
RENEE,TRACY,ALADDIN CALENDAR,2006,117
JADA,RYDER,ALADDIN CALENDAR,2006,142
GRETA,MALDEN,ALADDIN CALENDAR,2006,157
ROCK,DUKAKIS,ALADDIN CALENDAR,2006,188
ALEC,WAYNE,CENTER DINOSAUR,2006,29
FAY,WINSLET,CENTER DINOSAUR,2006,147
GEOFFREY,HESTON,CENTER DINOSAUR,2006,151
ED,GUINESS,CENTER DINOSAUR,2006,179
ALEC,WAYNE,CHAMBER ITALIAN,2006,29
HENRY,BERRY,CHAMBER ITALIAN,2006,60
RIP,WINSLET,CHAMBER ITALIAN,2006,68
GINA,DEGENERES,CHAMBER ITALIAN,2006,107
ADAM,HOPPER,CHAMBER ITALIAN,2006,132
RICHARD,PENN,CHAMBER ITALIAN,2006,133
EMILY,DEE,CHAMBER ITALIAN,2006,148
ALEC,WAYNE,ENCOUNTERS CURTAIN,2006,29
ANNE,CRONYN,ENCOUNTERS CURTAIN,2006,49
EWAN,GOODING,ENCOUNTERS CURTAIN,2006,139
MERYL,GIBSON,ENCOUNTERS CURTAIN,2006,154
ALEC,WAYNE,EXPRESS LONELY,2006,29
PARKER,GOLDBERG,EXPRESS LONELY,2006,46
RIP,WINSLET,EXPRESS LONELY,2006,68
SEAN,WILLIAMS,EXPRESS LONELY,2006,72
MINNIE,ZELLWEGER,EXPRESS LONELY,2006,85
ALBERT,JOHANSSON,EXPRESS LONELY,2006,146
OLYMPIA,PFEIFFER,EXPRESS LONELY,2006,171
GREGORY,GOODING,EXPRESS LONELY,2006,191
ALEC,WAYNE,HOURS RAGE,2006,29
HENRY,BERRY,HOURS RAGE,2006,60
BURT,POSEY,HOURS RAGE,2006,75
RALPH,CRUZ,HOURS RAGE,2006,80
KIRSTEN,AKROYD,HOURS RAGE,2006,92
JANE,JACKMAN,HOURS RAGE,2006,131
ALEC,WAYNE,HUSTLER PARTY,2006,29
ANGELINA,ASTAIRE,HUSTLER PARTY,2006,76
MINNIE,KILMER,HUSTLER PARTY,2006,153
CHRISTOPHER,WEST,HUSTLER PARTY,2006,163
ALEC,WAYNE,JEOPARDY ENCINO,2006,29
GREG,CHAPLIN,JEOPARDY ENCINO,2006,86
GEOFFREY,HESTON,JEOPARDY ENCINO,2006,151
JULIA,ZELLWEGER,JEOPARDY ENCINO,2006,186
MARY,KEITEL,JEOPARDY ENCINO,2006,198
ALEC,WAYNE,JOON NORTHWEST,2006,29
CHARLIZE,DENCH,JOON NORTHWEST,2006,89
ALEC,WAYNE,MAGIC MALLRATS,2006,29
TOM,MCKELLEN,MAGIC MALLRATS,2006,38
BURT,POSEY,MAGIC MALLRATS,2006,75
KIRSTEN,AKROYD,MAGIC MALLRATS,2006,92
ALEC,WAYNE,MONEY HAROLD,2006,29
BURT,DUKAKIS,MONEY HAROLD,2006,36
GENE,WILLIS,MONEY HAROLD,2006,96
PENELOPE,MONROE,MONEY HAROLD,2006,120
JANE,JACKMAN,MONEY HAROLD,2006,131
IAN,TANDY,MONEY HAROLD,2006,155
DEBBIE,AKROYD,MONEY HAROLD,2006,182
ALEC,WAYNE,OUTBREAK DIVINE,2006,29
RAY,JOHANSSON,OUTBREAK DIVINE,2006,64
MAE,HOFFMAN,OUTBREAK DIVINE,2006,79
JAMES,PITT,OUTBREAK DIVINE,2006,84
FAY,WOOD,OUTBREAK DIVINE,2006,156
ALEC,WAYNE,REIGN GENTLEMEN,2006,29
JOHNNY,CAGE,REIGN GENTLEMEN,2006,40
MORGAN,HOPKINS,REIGN GENTLEMEN,2006,113
ALEC,WAYNE,SUMMER SCARFACE,2006,29
DAN,HARRIS,SUMMER SCARFACE,2006,56
DUSTIN,TAUTOU,SUMMER SCARFACE,2006,59
ANGELINA,ASTAIRE,SUMMER SCARFACE,2006,76
MEG,HAWKE,SUMMER SCARFACE,2006,97
EWAN,GOODING,SUMMER SCARFACE,2006,139
CATE,HARRIS,SUMMER SCARFACE,2006,141
RUSSELL,CLOSE,SUMMER SCARFACE,2006,183
SANDRA,PECK,BEETHOVEN EXORCIST,2006,30
WARREN,JACKMAN,BEETHOVEN EXORCIST,2006,119
SCARLETT,BENING,BEETHOVEN EXORCIST,2006,124
